Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,strain,tissue
SRR12868443,RNA-Seq,300,7401074700,PRJNA669810,SAMN16458160,Model organism or animal,2236545276,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334587,Illumina NovaSeq 6000,JU2866_GZ_B2_B6_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:43:00Z,1,JU2866_GZ_B2_B6_GZpool_01_2019,hermaphrodite,SRP288011,JU2866,whole animals
SRR12868444,RNA-Seq,300,8799794400,PRJNA669810,SAMN16458159,Model organism or animal,2665496196,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334586,Illumina NovaSeq 6000,JU2862_GZ_B4_I6_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:48:00Z,1,JU2862_GZ_B4_I6_GZpool_05_2019,hermaphrodite,SRP288011,JU2862,whole animals
SRR12868445,RNA-Seq,300,10249329000,PRJNA669810,SAMN16458158,Model organism or animal,3143456963,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334585,Illumina NovaSeq 6000,JU2862_GZ_B2_E7_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:46:00Z,1,JU2862_GZ_B2_E7_GZpool_03_2019,hermaphrodite,SRP288011,JU2862,whole animals
SRR12868446,RNA-Seq,300,9453467100,PRJNA669810,SAMN16458157,Model organism or animal,2886098738,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334584,Illumina NovaSeq 6000,JU2862_GZ_B2_B5_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:46:00Z,1,JU2862_GZ_B2_B5_GZpool_01_2019,hermaphrodite,SRP288011,JU2862,whole animals
SRR12868447,RNA-Seq,300,18297564900,PRJNA669810,SAMN16458156,Model organism or animal,5577325476,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334583,Illumina NovaSeq 6000,JU2853_GZm_B1_F3_GZpool_0107_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:08:00Z,1,JU2853_GZm_B1_F3_GZpool_0107_2020,hermaphrodite,SRP288011,JU2853,whole animals
SRR12868448,RNA-Seq,300,8192127300,PRJNA669810,SAMN16458155,Model organism or animal,2525934008,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334582,Illumina NovaSeq 6000,JU2853_GZr_B2_C6_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:44:00Z,1,JU2853_GZr_B2_C6_GZpool_08_2020,hermaphrodite,SRP288011,JU2853,whole animals
SRR12868449,RNA-Seq,300,8505864600,PRJNA669810,SAMN16458154,Model organism or animal,2566027084,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334581,Illumina NovaSeq 6000,JU2853_GZr_B2_E6_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:47:00Z,1,JU2853_GZr_B2_E6_GZpool_07_2020,hermaphrodite,SRP288011,JU2853,whole animals
SRR12868450,RNA-Seq,300,8426559900,PRJNA669810,SAMN16458153,Model organism or animal,2543261594,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334580,Illumina NovaSeq 6000,JU2841_GZ_B4_I5_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:44:00Z,1,JU2841_GZ_B4_I5_GZpool_05_2019,hermaphrodite,SRP288011,JU2841,whole animals
SRR12868451,RNA-Seq,300,10051259700,PRJNA669810,SAMN16458152,Model organism or animal,3063216449,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334579,Illumina NovaSeq 6000,JU2841_GZ_B2_E5_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:49:00Z,1,JU2841_GZ_B2_E5_GZpool_03_2019,hermaphrodite,SRP288011,JU2841,whole animals
SRR12868452,RNA-Seq,300,5164054800,PRJNA669810,SAMN16458151,Model organism or animal,1558030811,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334578,Illumina NovaSeq 6000,JU2841_GZ_B2_B4_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:41:00Z,1,JU2841_GZ_B2_B4_GZpool_01_2019,hermaphrodite,SRP288011,JU2841,whole animals
SRR12868453,RNA-Seq,300,16236094200,PRJNA669810,SAMN16457863,Model organism or animal,5080047645,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334577,Illumina NovaSeq 6000,CX11285_GZm_B1_B3_GZpool_0108_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:03:00Z,1,CX11285_GZm_B1_B3_GZpool_0108_2020,hermaphrodite,SRP288011,CX11285,whole animals
SRR12868454,RNA-Seq,300,10244417400,PRJNA669810,SAMN16458150,Model organism or animal,3090612182,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334576,Illumina NovaSeq 6000,JU2838_GZ_B7_G6_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:47:00Z,1,JU2838_GZ_B7_G6_GZpool_06_2019,hermaphrodite,SRP288011,JU2838,whole animals
SRR12868455,RNA-Seq,300,9658896900,PRJNA669810,SAMN16458149,Model organism or animal,2972875754,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334575,Illumina NovaSeq 6000,JU2838_GZ_B2_E4_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:48:00Z,1,JU2838_GZ_B2_E4_GZpool_03_2019,hermaphrodite,SRP288011,JU2838,whole animals
SRR12868456,RNA-Seq,300,15691883400,PRJNA669810,SAMN16458148,Model organism or animal,4838715346,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334574,Illumina NovaSeq 6000,JU2838_GZ_B2_B3_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:16:00Z,1,JU2838_GZ_B2_B3_GZpool_01_2019,hermaphrodite,SRP288011,JU2838,whole animals
SRR12868457,RNA-Seq,300,8796638100,PRJNA669810,SAMN16457996,Model organism or animal,2640824683,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334573,Illumina NovaSeq 6000,JU1212_GZr_B3_A8_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:50:00Z,1,JU1212_GZr_B3_A8_GZpool_07_2020,hermaphrodite,SRP288011,JU1212,whole animals
SRR12868458,RNA-Seq,300,10815940200,PRJNA669810,SAMN16457995,Model organism or animal,3244471318,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334572,Illumina NovaSeq 6000,JU1212_GZ_B5_B4_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:50:00Z,1,JU1212_GZ_B5_B4_GZpool_05_2019,hermaphrodite,SRP288011,JU1212,whole animals
SRR12868459,RNA-Seq,300,11717391300,PRJNA669810,SAMN16457994,Model organism or animal,3588025814,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334571,Illumina NovaSeq 6000,JU1212_GZ_B3_D6_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:59:00Z,1,JU1212_GZ_B3_D6_GZpool_03_2019,hermaphrodite,SRP288011,JU1212,whole animals
SRR12868460,RNA-Seq,300,7533628800,PRJNA669810,SAMN16457993,Model organism or animal,2276800223,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334570,Illumina NovaSeq 6000,JU1200_GZr_B2_G9_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:48:00Z,1,JU1200_GZr_B2_G9_GZpool_07_2020,hermaphrodite,SRP288011,JU1200,whole animals
SRR12868461,RNA-Seq,300,9582045900,PRJNA669810,SAMN16457992,Model organism or animal,2886449459,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334569,Illumina NovaSeq 6000,JU1200_GZ_B5_B3_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:51:00Z,1,JU1200_GZ_B5_B3_GZpool_05_2019,hermaphrodite,SRP288011,JU1200,whole animals
SRR12868462,RNA-Seq,300,10097764200,PRJNA669810,SAMN16457991,Model organism or animal,3121413976,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334568,Illumina NovaSeq 6000,JU1200_GZ_B3_D5_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:48:00Z,1,JU1200_GZ_B3_D5_GZpool_03_2019,hermaphrodite,SRP288011,JU1200,whole animals
SRR12868463,RNA-Seq,300,86975696100,PRJNA669810,SAMN16457847,Model organism or animal,27014509612,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334567,Illumina NovaSeq 6000,CX11254_GZ_B8_D6_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T22:23:00Z,1,CX11254_GZ_B8_D6_GZpool_04_2019,hermaphrodite,SRP288011,CX11254,whole animals
SRR12868464,RNA-Seq,300,17483026200,PRJNA669810,SAMN16457990,Model organism or animal,5363057162,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334566,Illumina NovaSeq 6000,JU1172_GZm_B1_D5_GZpool_0107_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:18:00Z,1,JU1172_GZm_B1_D5_GZpool_0107_2020,hermaphrodite,SRP288011,JU1172,whole animals
SRR12868465,RNA-Seq,300,9749170200,PRJNA669810,SAMN16457989,Model organism or animal,2971895461,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334565,Illumina NovaSeq 6000,JU1172_GZ_B7_H8_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:53:00Z,1,JU1172_GZ_B7_H8_GZpool_06_2019,hermaphrodite,SRP288011,JU1172,whole animals
SRR12868466,RNA-Seq,300,7332219900,PRJNA669810,SAMN16457988,Model organism or animal,2276173964,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334564,Illumina NovaSeq 6000,JU1172_GZ_B4_C5_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:44:00Z,1,JU1172_GZ_B4_C5_GZpool_04_2019,hermaphrodite,SRP288011,JU1172,whole animals
SRR12868467,RNA-Seq,300,9011403300,PRJNA669810,SAMN16457987,Model organism or animal,2722067490,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334563,Illumina NovaSeq 6000,JU1088_GZ_B4_C4_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:56:00Z,1,JU1088_GZ_B4_C4_GZpool_05_2019,hermaphrodite,SRP288011,JU1088,whole animals
SRR12868468,RNA-Seq,300,10506221100,PRJNA669810,SAMN16457986,Model organism or animal,3233193520,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334562,Illumina NovaSeq 6000,JU1088_GZ_B3_I9_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:55:00Z,1,JU1088_GZ_B3_I9_GZpool_03_2019,hermaphrodite,SRP288011,JU1088,whole animals
SRR12868469,RNA-Seq,300,8252765700,PRJNA669810,SAMN16457985,Model organism or animal,2501412753,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334561,Illumina NovaSeq 6000,JU1088_GZ_B1_D4_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:55:00Z,1,JU1088_GZ_B1_D4_GZpool_01_2019,hermaphrodite,SRP288011,JU1088,whole animals
SRR12868470,RNA-Seq,300,8930434800,PRJNA669810,SAMN16457984,Model organism or animal,2756412198,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334560,Illumina NovaSeq 6000,JT11398_GZm_B6_F7_GZpool_0407_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:57:00Z,1,JT11398_GZm_B6_F7_GZpool_0407_2020,hermaphrodite,SRP288011,JT11398,whole animals
SRR12868471,RNA-Seq,300,7188057600,PRJNA669810,SAMN16457983,Model organism or animal,2200245325,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334559,Illumina NovaSeq 6000,JT11398_GZr_B6_A5_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:44:00Z,1,JT11398_GZr_B6_A5_GZpool_08_2020,hermaphrodite,SRP288011,JT11398,whole animals
SRR12868472,RNA-Seq,300,7102002600,PRJNA669810,SAMN16457982,Model organism or animal,2185972303,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334558,Illumina NovaSeq 6000,JT11398_GZ_B6_I5_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:51:00Z,1,JT11398_GZ_B6_I5_GZpool_06_2019,hermaphrodite,SRP288011,JT11398,whole animals
SRR12868473,RNA-Seq,300,6409583700,PRJNA669810,SAMN16457981,Model organism or animal,1962361610,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334557,Illumina NovaSeq 6000,GXW1_GZr_B5_G9_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:46:00Z,1,GXW1_GZr_B5_G9_GZpool_08_2020,hermaphrodite,SRP288011,GXW1,whole animals
SRR12868474,RNA-Seq,300,8691055500,PRJNA669810,SAMN16457846,Model organism or animal,2672226405,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334556,Illumina NovaSeq 6000,CX11254_GZ_B8_B1_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:49:00Z,1,CX11254_GZ_B8_B1_GZpool_03_2019,hermaphrodite,SRP288011,CX11254,whole animals
SRR12868475,RNA-Seq,300,8202234000,PRJNA669810,SAMN16457980,Model organism or animal,2547917196,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334555,Illumina NovaSeq 6000,GXW1_GZ_B7_F2_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:45:00Z,1,GXW1_GZ_B7_F2_GZpool_06_2019,hermaphrodite,SRP288011,GXW1,whole animals
SRR12868476,RNA-Seq,300,9149813700,PRJNA669810,SAMN16457979,Model organism or animal,2838348449,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334554,Illumina NovaSeq 6000,GXW1_GZ_B7_C2_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:49:00Z,1,GXW1_GZ_B7_C2_GZpool_04_2019,hermaphrodite,SRP288011,GXW1,whole animals
SRR12868477,RNA-Seq,300,9943373400,PRJNA669810,SAMN16457978,Model organism or animal,3056373353,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334553,Illumina NovaSeq 6000,EG4946_GZ_B9_C8_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:53:00Z,1,EG4946_GZ_B9_C8_GZpool_08_2020,hermaphrodite,SRP288011,EG4946,whole animals
SRR12868478,RNA-Seq,300,6108751200,PRJNA669810,SAMN16457977,Model organism or animal,1868484695,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334552,Illumina NovaSeq 6000,EG4946_GZ_B9_B3_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:49:00Z,1,EG4946_GZ_B9_B3_GZpool_08_2020,hermaphrodite,SRP288011,EG4946,whole animals
SRR12868479,RNA-Seq,300,7014838800,PRJNA669810,SAMN16457976,Model organism or animal,2143014191,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334551,Illumina NovaSeq 6000,EG4724_GZr_B5_G8_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:50:00Z,1,EG4724_GZr_B5_G8_GZpool_08_2020,hermaphrodite,SRP288011,EG4724,whole animals
SRR12868480,RNA-Seq,300,9199176900,PRJNA669810,SAMN16457975,Model organism or animal,2841966341,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334550,Illumina NovaSeq 6000,EG4724_GZ_B7_F1_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:59:00Z,1,EG4724_GZ_B7_F1_GZpool_06_2019,hermaphrodite,SRP288011,EG4724,whole animals
SRR12868481,RNA-Seq,300,12077279400,PRJNA669810,SAMN16457930,Model organism or animal,3665892514,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334549,Illumina NovaSeq 6000,ECA743_GZ_B8_C2_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:56:00Z,1,ECA743_GZ_B8_C2_GZpool_03_2019,hermaphrodite,SRP288011,ECA743,whole animals
SRR12868482,RNA-Seq,300,6097294200,PRJNA669810,SAMN16457929,Model organism or animal,1827184363,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334548,Illumina NovaSeq 6000,ECA738_GZ_B8_G7_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:47:00Z,1,ECA738_GZ_B8_G7_GZpool_07_2020,hermaphrodite,SRP288011,ECA738,whole animals
SRR12868483,RNA-Seq,300,14838989400,PRJNA669810,SAMN16457928,Model organism or animal,4478942961,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334547,Illumina NovaSeq 6000,ECA738_GZ_B8_E5_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:02:00Z,1,ECA738_GZ_B8_E5_GZpool_05_2019,hermaphrodite,SRP288011,ECA738,whole animals
SRR12868484,RNA-Seq,300,11661636000,PRJNA669810,SAMN16457927,Model organism or animal,3574875375,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334546,Illumina NovaSeq 6000,ECA738_GZ_B8_C1_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:56:00Z,1,ECA738_GZ_B8_C1_GZpool_03_2019,hermaphrodite,SRP288011,ECA738,whole animals
SRR12868485,RNA-Seq,300,7531623000,PRJNA669810,SAMN16457974,Model organism or animal,2329121296,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334545,Illumina NovaSeq 6000,EG4724_GZ_B6_I4_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:45:00Z,1,EG4724_GZ_B6_I4_GZpool_04_2019,hermaphrodite,SRP288011,EG4724,whole animals
SRR12868486,RNA-Seq,300,9297540900,PRJNA669810,SAMN16457973,Model organism or animal,2845822894,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334544,Illumina NovaSeq 6000,EG4347_GZr_B5_G7_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:52:00Z,1,EG4347_GZr_B5_G7_GZpool_08_2020,hermaphrodite,SRP288011,EG4347,whole animals
SRR12868487,RNA-Seq,300,11211037500,PRJNA669810,SAMN16457972,Model organism or animal,3437043078,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334543,Illumina NovaSeq 6000,EG4347_GZ_B7_E9_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:54:00Z,1,EG4347_GZ_B7_E9_GZpool_06_2019,hermaphrodite,SRP288011,EG4347,whole animals
